Source,Target,Start,start,end
Drawings and Prints,629472,1963,1963,1963
Egyptian Art,573375,1915,1915,1915
Drawings and Prints,349202,1970,1970,1970
Drawings and Prints,414806,1983,1983,1983
Drawings and Prints,711626,1977,1977,1977
Ancient Near Eastern Art,322112,1886,1886,1886
The American Wing,16071,1950,1950,1950
The American Wing,7877,1972,1972,1972
Costume Institute,170574,2009,2009,2009
European Sculpture and Decorative Arts,217053,1909,1909,1909
Costume Institute,104072,1941,1941,1941
Drawings and Prints,377695,1941,1941,1941
Drawings and Prints,708774,1963,1963,1963
European Sculpture and Decorative Arts,205743,1974,1974,1974
Drawings and Prints,413334,1963,1963,1963
Asian Art,55275,1922,1922,1922
The American Wing,14870,1994,1994,1994
Drawings and Prints,362922,1934,1934,1934
Asian Art,71466,1920,1920,1920
Drawings and Prints,334437,1986,1986,1986
"Arts of Africa, Oceania, and the Americas",313309,1979,1979,1979
Islamic Art,741909,1948,1948,1948
Photographs,272030,1996,1996,1996
Modern and Contemporary Art,495608,2008,2008,2008
Drawings and Prints,789454,1922,1922,1922
Modern and Contemporary Art,488178,1945,1945,1945
Asian Art,70610,1977,1977,1977
Drawings and Prints,785389,1963,1963,1963
Egyptian Art,556271,1927,1927,1927
Greek and Roman Art,252782,1926,1926,1926
Greek and Roman Art,245621,1891,1891,1891
Drawings and Prints,336470,1956,1956,1956
Egyptian Art,555914,1925,1925,1925
Greek and Roman Art,250956,1920,1920,1920
Greek and Roman Art,670302,2011,2011,2011
European Paintings,435730,1929,1929,1929
European Sculpture and Decorative Arts,211026,1950,1950,1950
The American Wing,14157,1978,1978,1978
Drawings and Prints,366778,1962,1962,1962
European Sculpture and Decorative Arts,211231,1908,1908,1908
European Sculpture and Decorative Arts,210103,2000,2000,2000
Asian Art,43817,1902,1902,1902
Greek and Roman Art,252633,1926,1926,1926
Drawings and Prints,360224,1932,1932,1932
Photographs,259959,1971,1971,1971
Musical Instruments,502964,1889,1889,1889
Asian Art,68746,1930,1930,1930
"Arts of Africa, Oceania, and the Americas",316989,1994,1994,1994
The American Wing,10991,1954,1954,1954
Drawings and Prints,345240,1917,1917,1917
The American Wing,14211,2015,2015,2015
European Sculpture and Decorative Arts,217692,1909,1909,1909
Costume Institute,114733,1951,1951,1951
Costume Institute,117486,1978,1978,1978
Arms and Armor,33913,1929,1929,1929
European Sculpture and Decorative Arts,193944,1917,1917,1917
Islamic Art,447991,1927,1927,1927
Asian Art,57437,1919,1919,1919
Greek and Roman Art,244686,1874,1874,1874
Arms and Armor,25424,1904,1904,1904
Arms and Armor,35269,1946,1946,1946
The American Wing,10328,1899,1899,1899
Egyptian Art,570567,1910,1910,1910
Photographs,288380,1982,1982,1982
Greek and Roman Art,248137,1909,1909,1909
Drawings and Prints,689994,1963,1963,1963
Greek and Roman Art,247524,1906,1906,1906
Costume Institute,105164,1976,1976,1976
Drawings and Prints,416064,1926,1926,1926
Photographs,272848,1994,1994,1994
Drawings and Prints,667999,1951,1951,1951
Arms and Armor,31437,1936,1936,1936
Drawings and Prints,353148,1930,1930,1930
Islamic Art,444864,1899,1899,1899
Modern and Contemporary Art,483845,1984,1984,1984
Egyptian Art,555124,1904,1904,1904
Photographs,269902,1957,1957,1957
Drawings and Prints,636875,1963,1963,1963
Greek and Roman Art,693239,2011,2011,2011
Drawings and Prints,406370,1963,1963,1963
Greek and Roman Art,713404,2011,2011,2011
Costume Institute,116827,1960,1960,1960
Greek and Roman Art,252748,1926,1926,1926
Modern and Contemporary Art,828202,2020,2020,2020
Arms and Armor,35915,2012,2012,2012
"Arts of Africa, Oceania, and the Americas",310475,1978,1978,1978
"Arts of Africa, Oceania, and the Americas",711922,2017,2017,2017
Photographs,285174,2003,2003,2003
Asian Art,46192,1909,1909,1909
European Paintings,436693,1932,1932,1932
Drawings and Prints,646163,1942,1942,1942
Greek and Roman Art,691740,2011,2011,2011
Drawings and Prints,694456,2015,2015,2015
Drawings and Prints,352253,1929,1929,1929
Greek and Roman Art,745084,2011,2011,2011
European Sculpture and Decorative Arts,188837,1903,1903,1903
Drawings and Prints,643516,1963,1963,1963
Drawings and Prints,839649,1953,1953,1953
Greek and Roman Art,245498,1887,1887,1887
The American Wing,15383,1992,1992,1992
Drawings and Prints,767999,1986,1986,1986
Drawings and Prints,667918,1951,1951,1951
Drawings and Prints,416720,1961,1961,1961
Costume Institute,170045,2009,2009,2009
Drawings and Prints,397860,1921,1921,1921
Drawings and Prints,849660,1918,1918,1918
Asian Art,61291,1967,1967,1967
Drawings and Prints,777064,1963,1963,1963
Egyptian Art,545247,1922,1922,1922
Drawings and Prints,656639,1950,1950,1950
Greek and Roman Art,249113,1916,1916,1916
Drawings and Prints,361895,1941,1941,1941
Drawings and Prints,375175,1943,1943,1943
Drawings and Prints,419851,1917,1917,1917
Photographs,266007,1988,1988,1988
Drawings and Prints,411991,1961,1961,1961
Drawings and Prints,377973,1994,1994,1994
Drawings and Prints,426777,1963,1963,1963
European Paintings,436034,1982,1982,1982
Photographs,284079,1981,1981,1981
Medieval Art,462949,1906,1906,1906
Costume Institute,158003,2009,2009,2009
Egyptian Art,546279,1917,1917,1917
The Libraries,697342,nan,nan,nan
Costume Institute,102518,1936,1936,1936
Arms and Armor,27897,1936,1936,1936
Asian Art,52279,1975,1975,1975
Drawings and Prints,746614,1944,1944,1944
The American Wing,7418,1930,1930,1930
Islamic Art,741880,1948,1948,1948
Greek and Roman Art,255994,1991,1991,1991
Drawings and Prints,367362,1947,1947,1947
Drawings and Prints,426248,1963,1963,1963
European Sculpture and Decorative Arts,236947,1914,1914,1914
Egyptian Art,561582,1915,1915,1915
Asian Art,39800,1939,1939,1939
Musical Instruments,506083,1990,1990,1990
Drawings and Prints,337806,1988,1988,1988
Greek and Roman Art,244737,1874,1874,1874
Arms and Armor,22476,1914,1914,1914
Greek and Roman Art,759741,2011,2011,2011
Drawings and Prints,404458,1957,1957,1957
Photographs,275118,1994,1994,1994
Greek and Roman Art,776265,2011,2011,2011
Medieval Art,468632,1964,1964,1964
European Sculpture and Decorative Arts,200625,1949,1949,1949
Costume Institute,96791,1974,1974,1974
Drawings and Prints,857705,1926,1926,1926
Drawings and Prints,822758,1948,1948,1948
Photographs,286670,2005,2005,2005
Drawings and Prints,339409,1937,1937,1937
The American Wing,111,1941,1941,1941
Musical Instruments,502871,1889,1889,1889
Drawings and Prints,762348,1963,1963,1963
Drawings and Prints,347073,1983,1983,1983
Drawings and Prints,676420,1963,1963,1963
Photographs,287058,2005,2005,2005
Photographs,288615,2005,2005,2005
The American Wing,4319,1949,1949,1949
Drawings and Prints,385910,1956,1956,1956
Asian Art,59817,1881,1881,1881
The American Wing,15322,1992,1992,1992
Drawings and Prints,349197,1925,1925,1925
Asian Art,55401,1959,1959,1959
Drawings and Prints,643535,1963,1963,1963
Ancient Near Eastern Art,326016,1970,1970,1970
Drawings and Prints,656167,1963,1963,1963
"Arts of Africa, Oceania, and the Americas",310531,1978,1978,1978
The American Wing,11313,1874,1874,1874
The American Wing,10810,1967,1967,1967
Drawings and Prints,888316,1963,1963,1963
Asian Art,54849,1914,1914,1914
Arms and Armor,29243,1942,1942,1942
Drawings and Prints,384564,1917,1917,1917
Drawings and Prints,402057,1935,1935,1935
Drawings and Prints,717220,1963,1963,1963
Drawings and Prints,773174,1951,1951,1951
Costume Institute,156786,2009,2009,2009
Drawings and Prints,394047,1937,1937,1937
Islamic Art,456175,1910,1910,1910
Drawings and Prints,658652,1963,1963,1963
Costume Institute,157673,2009,2009,2009
Egyptian Art,623348,1925,1925,1925
Greek and Roman Art,713940,2011,2011,2011
Photographs,782061,2018,2018,2018
European Sculpture and Decorative Arts,185987,1881,1881,1881
Musical Instruments,504766,1889,1889,1889
Arms and Armor,31847,1936,1936,1936
Arms and Armor,31884,1936,1936,1936
The American Wing,8252,1910,1910,1910
Drawings and Prints,745829,1959,1959,1959
The American Wing,11321,1874,1874,1874
Drawings and Prints,376086,2007,2007,2007
European Sculpture and Decorative Arts,206131,1974,1974,1974
Photographs,306908,2005,2005,2005
Asian Art,49948,1998,1998,1998
Photographs,285270,2003,2003,2003
Asian Art,66885,1896,1896,1896
Photographs,685438,1970,1970,1970
Asian Art,706947,2019,2019,2019
Photographs,291200,2007,2007,2007
Costume Institute,93687,1999,1999,1999
Drawings and Prints,698553,1921,1921,1921
Drawings and Prints,821989,1963,1963,1963
European Sculpture and Decorative Arts,213451,1908,1908,1908
Asian Art,51945,2001,2001,2001
Drawings and Prints,638184,1951,1951,1951
Ancient Near Eastern Art,323268,1936,1936,1936
European Sculpture and Decorative Arts,223787,1936,1936,1936
Photographs,306870,2005,2005,2005
Greek and Roman Art,249365,1917,1917,1917
Drawings and Prints,661765,1937,1937,1937
Greek and Roman Art,253798,1941,1941,1941
Drawings and Prints,387919,1954,1954,1954
Islamic Art,688242,2015,2015,2015
Drawings and Prints,625123,1963,1963,1963
Islamic Art,740724,1948,1948,1948
Ancient Near Eastern Art,322765,1932,1932,1932
Greek and Roman Art,668446,2011,2011,2011
Drawings and Prints,378827,1923,1923,1923
Photographs,269154,1947,1947,1947
Photographs,279730,2021,2021,2021
Egyptian Art,559088,1911,1911,1911
Photographs,774864,2018,2018,2018
Drawings and Prints,760405,1959,1959,1959
Robert Lehman Collection,460767,1975,1975,1975
Drawings and Prints,337577,1999,1999,1999
Costume Institute,110399,1983,1983,1983
European Sculpture and Decorative Arts,192487,1913,1913,1913
Costume Institute,92141,1982,1982,1982
Costume Institute,173558,2009,2009,2009
Drawings and Prints,629576,1923,1923,1923
Drawings and Prints,650815,1963,1963,1963
Drawings and Prints,432964,1933,1933,1933
Modern and Contemporary Art,492651,1986,1986,1986
Asian Art,55284,1922,1922,1922
Costume Institute,174969,2009,2009,2009
Islamic Art,457672,1939,1939,1939
Asian Art,49312,2002,2002,2002
Drawings and Prints,336929,1966,1966,1966
Costume Institute,82005,2000,2000,2000
Drawings and Prints,710049,1978,1978,1978
Asian Art,44428,1994,1994,1994
European Sculpture and Decorative Arts,194480,1917,1917,1917
"Arts of Africa, Oceania, and the Americas",310544,1978,1978,1978
Drawings and Prints,717488,1946,1946,1946
Costume Institute,116468,1938,1938,1938
European Sculpture and Decorative Arts,214344,1908,1908,1908
European Sculpture and Decorative Arts,192317,1913,1913,1913
Costume Institute,170469,2009,2009,2009
Drawings and Prints,338916,1962,1962,1962
Greek and Roman Art,254382,1941,1941,1941
Greek and Roman Art,255612,1977,1977,1977
Asian Art,46527,1914,1914,1914
Drawings and Prints,376089,2007,2007,2007
"Arts of Africa, Oceania, and the Americas",317381,1994,1994,1994
Drawings and Prints,763340,1923,1923,1923
Drawings and Prints,661346,1963,1963,1963
Drawings and Prints,347920,1975,1975,1975
European Sculpture and Decorative Arts,223763,1936,1936,1936
Asian Art,70583,1975,1975,1975
European Sculpture and Decorative Arts,210899,2001,2001,2001
Asian Art,40508,1973,1973,1973
Drawings and Prints,718476,2016,2016,2016
Drawings and Prints,715386,1963,1963,1963
Greek and Roman Art,683419,2011,2011,2011
Drawings and Prints,400124,1951,1951,1951
Costume Institute,107817,1951,1951,1951
Drawings and Prints,354810,1946,1946,1946
Drawings and Prints,738510,1946,1946,1946
Drawings and Prints,748902,1944,1944,1944
Drawings and Prints,635867,1963,1963,1963
Islamic Art,443427,1889,1889,1889
Photographs,288717,2007,2007,2007
Arms and Armor,28367,1943,1943,1943
Drawings and Prints,354256,1950,1950,1950
Photographs,291802,2015,2015,2015
European Sculpture and Decorative Arts,205211,1970,1970,1970
Drawings and Prints,665782,1952,1952,1952
"Arts of Africa, Oceania, and the Americas",310488,1978,1978,1978
The American Wing,211518,1998,1998,1998
Drawings and Prints,788336,1959,1959,1959
Greek and Roman Art,699305,2011,2011,2011
Drawings and Prints,339672,1961,1961,1961
Islamic Art,443378,1889,1889,1889
Drawings and Prints,834166,2019,2019,2019
Drawings and Prints,365571,1965,1965,1965
Asian Art,70463,1967,1967,1967
Drawings and Prints,629655,1963,1963,1963
Drawings and Prints,641195,1924,1924,1924
Costume Institute,659446,2014,2014,2014
The American Wing,8280,1945,1945,1945
Arms and Armor,35643,2008,2008,2008
Egyptian Art,553999,1926,1926,1926
The American Wing,3862,1924,1924,1924
Costume Institute,90384,1938,1938,1938
Drawings and Prints,715429,1953,1953,1953
Drawings and Prints,650726,1963,1963,1963
Drawings and Prints,335833,1970,1970,1970
Egyptian Art,559618,1923,1923,1923
Drawings and Prints,638331,1932,1932,1932
"Arts of Africa, Oceania, and the Americas",313773,1979,1979,1979
Asian Art,48564,1914,1914,1914
Egyptian Art,555820,1904,1904,1904
Modern and Contemporary Art,489689,1968,1968,1968
European Sculpture and Decorative Arts,188389,1898,1898,1898
European Sculpture and Decorative Arts,228092,1957,1957,1957
Costume Institute,898114,2023,2023,2023
Islamic Art,450879,1948,1948,1948
Drawings and Prints,420444,2014,2014,2014
Asian Art,48733,1893,1893,1893
Photographs,262535,1979,1979,1979
Islamic Art,444159,1890,1890,1890
European Paintings,435956,1949,1949,1949
Photographs,266138,1989,1989,1989
Drawings and Prints,650214,nan,nan,nan
Asian Art,48273,1879,1879,1879
Asian Art,37732,1986,1986,1986
Modern and Contemporary Art,490195,2006,2006,2006
Costume Institute,123156,1939,1939,1939
Egyptian Art,554790,1910,1910,1910
Drawings and Prints,432235,1966,1966,1966
Drawings and Prints,362545,1968,1968,1968
Asian Art,55595,1960,1960,1960
Medieval Art,694193,1928,1928,1928
Drawings and Prints,358074,1967,1967,1967
Photographs,775183,2018,2018,2018
Drawings and Prints,384937,1981,1981,1981
The American Wing,702903,2016,2016,2016
Drawings and Prints,716083,1963,1963,1963
Medieval Art,463353,1910,1910,1910
Egyptian Art,546722,1915,1915,1915
Drawings and Prints,363555,1966,1966,1966
Modern and Contemporary Art,491038,1943,1943,1943
Photographs,685946,1970,1970,1970
Arms and Armor,30915,1936,1936,1936
European Sculpture and Decorative Arts,192007,1912,1912,1912
Drawings and Prints,417078,1917,1917,1917
Greek and Roman Art,248270,1910,1910,1910
Egyptian Art,545027,2002,2002,2002
Modern and Contemporary Art,850723,2018,2018,2018
Drawings and Prints,891211,1963,1963,1963
Drawings and Prints,424119,1924,1924,1924
Photographs,264589,1985,1985,1985
Drawings and Prints,648281,1965,1965,1965
Drawings and Prints,819456,2018,2018,2018
Drawings and Prints,379795,1923,1923,1923
Costume Institute,83235,1953,1953,1953
Drawings and Prints,654175,1963,1963,1963
European Sculpture and Decorative Arts,187865,1894,1894,1894
Drawings and Prints,857003,2021,2021,2021
Costume Institute,122645,1964,1964,1964
Photographs,268470,1937,1937,1937
Drawings and Prints,829474,1927,1927,1927
Islamic Art,450591,1945,1945,1945
Musical Instruments,500949,1889,1889,1889
Drawings and Prints,655875,1958,1958,1958
Drawings and Prints,789265,1959,1959,1959
The American Wing,5093,1883,1883,1883
Photographs,267397,1996,1996,1996
Drawings and Prints,693917,1963,1963,1963
Drawings and Prints,353340,1917,1917,1917
Drawings and Prints,676968,2014,2014,2014
Drawings and Prints,362201,1963,1963,1963
Drawings and Prints,737881,1957,1957,1957
Drawings and Prints,356904,1970,1970,1970
European Sculpture and Decorative Arts,223111,1936,1936,1936
Drawings and Prints,347939,1917,1917,1917
Drawings and Prints,835220,1958,1958,1958
Drawings and Prints,766477,1917,1917,1917
Drawings and Prints,405369,1963,1963,1963
Photographs,275174,1994,1994,1994
European Sculpture and Decorative Arts,194674,1921,1921,1921
Egyptian Art,551304,1913,1913,1913
Egyptian Art,546587,1914,1914,1914
Drawings and Prints,418417,1954,1954,1954
European Sculpture and Decorative Arts,824442,1965,1965,1965
Costume Institute,157599,2009,2009,2009
Drawings and Prints,816256,1951,1951,1951
Ancient Near Eastern Art,322192,1893,1893,1893
Drawings and Prints,337916,1996,1996,1996
Asian Art,73804,2007,2007,2007
Drawings and Prints,418827,1963,1963,1963
Modern and Contemporary Art,496947,1979,1979,1979
Costume Institute,158864,2009,2009,2009
Drawings and Prints,379876,1923,1923,1923
Arms and Armor,31588,1936,1936,1936
Photographs,273075,1994,1994,1994
"Arts of Africa, Oceania, and the Americas",317014,1994,1994,1994
Islamic Art,449803,1940,1940,1940
Drawings and Prints,385323,1921,1921,1921
Egyptian Art,572348,1899,1899,1899
Drawings and Prints,644577,1963,1963,1963
Drawings and Prints,711589,1960,1960,1960
Drawings and Prints,626496,1963,1963,1963
Drawings and Prints,631441,1958,1958,1958
European Paintings,435832,1923,1923,1923
Drawings and Prints,656374,1958,1958,1958
The American Wing,715564,2020,2020,2020
Drawings and Prints,356702,1925,1925,1925
European Sculpture and Decorative Arts,209413,1974,1974,1974
Egyptian Art,556166,1926,1926,1926
Photographs,273016,1994,1994,1994
Egyptian Art,550806,1922,1922,1922
Asian Art,816212,2018,2018,2018
Greek and Roman Art,257083,1891,1891,1891
Drawings and Prints,404368,1963,1963,1963
Islamic Art,457876,1910,1910,1910
Drawings and Prints,417038,1917,1917,1917
Modern and Contemporary Art,480149,1908,1908,1908
Drawings and Prints,364034,1978,1978,1978
Costume Institute,92269,1979,1979,1979
Drawings and Prints,352501,1959,1959,1959
European Sculpture and Decorative Arts,211502,2002,2002,2002
Drawings and Prints,409869,1981,1981,1981
Drawings and Prints,645371,1963,1963,1963
