Source,Target
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",391515
391515,1951
"Rogers Fund, transferred from the Library",270752
"Purchase, Charina Foundation Inc. Gift",183150
183150,2011
"Purchase, Gifts of Joanne Toor Cummings, Mr. and Mrs. Richard Rodgers, Raymonde Paul, and Estate of Dorothy Lichtensteiger, by exchange",297493
297493,1999
Bequest of Benjamin Altman,40132
40132,1913
"Gift of Dr. Marilyn Jenkins-Madina, in loving memory of her husband, Professor Maan Z. Madina",391117
391117,2014
Rogers Fund,64234
64234,1955
Gift of Mr. Carl Van Vechten,85475
85475,1941
"Purchase, Joseph Pulitzer Bequest",24374
24374,1938
Rogers Fund,345093
345093,1927
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",282529
Gift of J. Pierpont Morgan,148817
148817,1917
Gift of Weston J. Naef,473147
473147,1985
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",418508
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",379969
Gift of Edward Herbst,179356
179356,2005
Gift of J. Pierpont Morgan,101184
101184,1906
Bequest of Arthur M. Bullowa,194193
194193,1993
"The Rubel Collection, Purchase, Lila Acheson Wallace Gift",174959
174959,1997
"Bequest of Gregoire Tarnopol, and Gift of Alexander Tarnopol",206658
206658,1979
Gift of Ruth Blumka,307813
307813,1980
"Gift of Kihei Hattori, in memory of his father, Kihei Hattori",61604
61604,1920
"Purchase, Mrs. Constantine Sidamon-Eristoff Gift",199809
199809,1961
Gift of J. Pierpont Morgan,104727
104727,1917
"Gift of Mary M. Greenwood, in memory of Eliza Rudd Greenwood",389797
389797,1953
Gift of James Jackson Jarves,97535
97535,1881
Gift of Leonard Baskin,469285
469285,1962
Rogers Fund,397074
397074,1922
"The Cesnola Collection, Purchased by subscriptionâ?6",140117
Walker Evans Archive,173965
173965,1994
Gift of Ann Payne Blumenthal,138722
138722,1943
"Gift of Irma B. Wilkinson, in memory of her husband, Charles K. Wilkinson",308131
308131,1988
"Gilman Collection, Purchase, Robert Rosenkranz Gift",181234
181234,2005
Gift of Mr. and Mrs. Noel Levine,159536
159536,1982
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",420660
Gift of Edward S. Harkness,342527
342527,1917
Harris Brisbane Dick Fund,223055
223055,1932
Harris Brisbane Dick Fund,251862
251862,1917
Robert Lehman Collection,311228
311228,1975
"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum; Brooklyn Museum Collection",89928
89928,2009
"Purchase, The Horace W. Goldsmith Foundation Gift, through Joyce and Robert Menschel",177201
177201,2001
Walker Evans Archive,170988
170988,1994
Gift of Heber R. Bishop,37378
37378,1902
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",371116
Gift of Irwin Untermyer,113549
113549,1964
Gift of Lily S. Place,362545
362545,1923
Gift of Miss Isabel Shults,80047
80047,1944
Gift of Arnold and Milly Glimcher,161251
161251,1986
Rogers Fund and Edward S. Harkness Gift,357070
357070,1920
Rogers Fund,305102
305102,1940
Anonymous Gift,67069
67069,1993
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",270906
"Purchase, Friends of Asian Art Gifts",62954
62954,2005
Harris Brisbane Dick Fund,288753
288753,1946
Fletcher Fund,199256
199256,1957
Gift of Mrs. Daniel N. Brown,79511
79511,1975
Gift of The United Piece Dye Works,132009
132009,1936
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",430770
430770,1959
Gift of Mrs. Sherwood Eddy,295344
295344,1930
"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum; Gift of Mrs. G. B. Podmaniczky",91046
91046,2009
Rogers Fund and Edward S. Harkness Gift,340701
340701,1920
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",406126
406126,2011
Gift of Mr. Lev Tsitrin,220700
220700,2001
Purchase by subscription,126152
126152,1909
Bequest of Joseph H. Durkee,99788
99788,1898
Anonymous Gift,452950
452950,2011
Harris Brisbane Dick Fund,251575
251575,1947
Gift of Anonymous,439323
439323,1940
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",254433
254433,1951
"Gift of Helena Bienstock, Cynthia MacKay Keegan and Frank E. Johnson",260967
260967,2010
"Purchase, Leslie and Johanna Garfield Gift, Lila Acheson Wallace, Charles and Jessie Price, and David T Schiff Gifts, The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, Dolores Valvidia Hurlburt Bequest, Peco Foundation and Friends of Drawings and Prints Gifts, and funds from various donors",471919
471919,2019
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",235163
235163,1948
Seymour Fund,61465
61465,1953
"Purchase, Edward S. Harkness Gift",349910
349910,1926
"Gilman Collection, Gift of The Howard Gilman Foundation",411303
411303,2005
Gift of Harry G. Friedman,285037
285037,1962
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",424432
"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer",48413
48413,1929
"Purchase, The Martin Foundation Inc. Gift",212756
212756,1967
Gift of Robert Gruen,323721
323721,1979
"Purchase, Joseph Pulitzer Bequest",59695
59695,1935
Gift of William Brewster,434701
434701,1923
Gift of Herman A. E. and Paul C. Jaehne,23246
23246,1943
John B. Turner Fund,367621
367621,1985
Gift of Henry Walters,263525
263525,1917
Gift of William Brewster,246269
246269,1923
"The Cesnola Collection, Purchased by subscriptionâ?6",140114
Gift of Art Worker's Club,84307
84307,1945
Bequest of William S. Lieberman,243636
243636,2006
"Gift of Bessie Potter Vonnoh, by exchange",230820
230820,1986
Bequest of George C. Stone,19611
19611,1935
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",205514
205514,1949
Gift of Janis Conner and Joel Rosenkranz,411559
411559,2015
Harris Brisbane Dick Fund,403718
403718,1953
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",404689
"Gift of the Work Projects Administration, Pennsylvania",242125
242125,1943
Walker Evans Archive,181581
181581,1994
Gift of William B. Osgood Field,99857
99857,1902
Rogers Fund,122238
122238,1908
Rogers Fund,200567
200567,1972
"Gift of Mrs. Constance D. Stieglitz, in memory of her husband, Marcel H. Stieglitz",114241
114241,1964
"Edward C. Moore Collection, Bequest of Edward C. Moore",21031
21031,1891
Harris Brisbane Dick Fund,229974
229974,1925
Gift of Mr. and Mrs. Bryan Holme,232452
232452,1984
Gift of Heber R. Bishop,37357
37357,1902
"Purchase Benefit Fund, Friends of Inanna Gifts, and Mr. and Mrs. Horiuchi Gift",202172
202172,2009
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",416648
416648,2011
Rogers Fund,462315
462315,1909
Gift of Mrs. John Bremond and Mrs. John Emory Meek,9207
9207,1926
Fletcher Fund,47917
47917,1929
"The Cesnola Collection, Purchased by subscriptionâ?6",141528
Rogers Fund,358976
358976,1917
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund and Harris Brisbane Dick Fund, by Exchange",467728
467728,1970
Gift of Egypt Exploration Fund,299771
299771,1897
Rogers Fund,434134
434134,1948
Bequest of Phyllis Massar,264658
264658,2011
Gift of Mrs. Burnett Mahon,84905
84905,1973
"The Albert Ten Eyck Gardner Collection, Gift of the Centennial Committee",399602
399602,1970
Gift of Miss Annie Clarkson,107098
107098,1928
Purchase,196700
196700,1886
"Mr. and Mrs. Isaac D. Fletcher Collection, Bequest of Isaac D. Fletcher",301777
301777,1917
Gift of George F. Baker,298966
298966,1890
Museum accession,298033
Rogers Fund,302506
302506,1923
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",409121
409121,1951
Bequest of William Christian Paul,59415
59415,1929
Gift of Mr. and Mrs. H. O. Havemeyer,57586
57586,1896
Harris Brisbane Dick Fund,267106
267106,1926
Gift of Muriel Kallis Newman,87884
87884,2008
Rogers Fund,203963
203963,1961
"Alfred W. Hoyt Collection, Bequest of Rosina H. Hoppin",219491
219491,1965
Harris Brisbane Dick Fund,397153
397153,1924
Harris Brisbane Dick Fund,292588
292588,1933
"Theodore M. Davis Collection, Bequest of Theodore M. Davis",351808
351808,1915
Gift of James Jackson Jarves,97546
97546,1881
"Gift of Sue Cassidy Clark, in honor of Dr. Barbara Brennan Ford",64071
64071,2008
Gift of William H. Riggs,17823
17823,1913
"Purchase, Friends of The Costume Institute Gifts",457284
457284,2018
Gift of John K. Howat,376398
376398,1967
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",444965
444965,2011
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",414707
"Gift of Mrs. J. Insley Blair, in memory of her husband",4109
4109,1941
Gift of Jane Whitbread Beyer,68871
68871,2001
Gift of Michael G. Wilson,265342
265342,1980
Bequest of George C. Stone,22758
22758,1935
Gift of Mrs. Grace Muriel Dewey,83131
83131,1975
Gift of Mr. and Mrs. Eugene V. Thaw,51351
51351,2002
Rogers Fund,124847
124847,1909
Rogers Fund,257828
257828,1920
"Gift of David Vicario, Katrina Cary, and Linn Cary Mehta, in memory of M.F. Vicario and Katherine L.F.C. Cary",394654
394654,2015
"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer",50630
50630,1929
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",211573
211573,1949
Bequest of Phyllis Massar,264710
264710,2011
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",425075
"Purchase, Gould Family Foundation Gift, in memory of Jo Copeland",86362
86362,2005
Rogers Fund,199552
199552,1960
Rogers Fund,41575
41575,1923
Rogers Fund and Edward S. Harkness Gift,360199
360199,1914
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",369542
Gift of George Blumenthal,316755
316755,1941
Estate of Florence Waterbury,474418
474418,1970
"From the Collection of Mrs. Lathrop Colgate Harper, Bequest of Mabel Herbert Harper",135100
135100,1957
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",381479
381479,1955
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",253100
253100,1952
Gift of Mrs. Russell Sage,3220
3220,1909
Gift of William C. Dove,325263
325263,1984
Gift of Mrs. Andrew E. Beer,78926
78926,1972
"Gilman Collection, Gift of The Howard Gilman Foundation",414620
414620,2005
Gift of Albert Carman,474527
474527,1944
Gift of Stephen V. Grancsay,24081
24081,1942
Gift of Tonying and Co.,40311
40311,1916
Walker Evans Archive,172668
172668,1994
Fletcher Fund,316961
316961,1946
Gift of Mr. and Mrs. Philippe de Montebello,62844
62844,2004
"Museum Accession, transferred from the Library",380033
Alfred Stieglitz Collection,235688
235688,1949
Gift of Mr. and Mrs. H. O. Havemeyer,57784
57784,1896
"Purchase, Lila Acheson Wallace Gift",163159
163159,1993
Gift of Mrs. Harrison Williams,67800
67800,1952
Rogers Fund,388354
388354,1921
The Crosby Brown Collection of Musical Instruments,339192
339192,1889
Rogers Fund,200628
200628,1972
Rogers Fund,237486
237486,1922
Gift of Reba and Dave Williams,331926
331926,1999
Gift of Helen Miller Gould,349347
349347,1910
"The Michael C. Rockefeller Memorial Collection, Gift of Nelson A. Rockefeller",188186
188186,1961
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",414134
Gift of Mrs. James S. Hedges,215798
215798,1969
Rogers Fund,147216
147216,1907
Gift of Lowery Stokes Sims,327993
327993,1994
The Cloisters Collection,318818
318818,1950
Gift of American Abstract Artists,386389
386389,2014
Gift of William Brewster,245591
245591,1923
Rogers Fund,300007
300007,1907
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",384983
Gift of Mrs. Edward S. Harkness,129667
129667,1930
Gift of Roger R. Smith,160069
160069,1983
Rogers Fund,31016
31016,1917
"The Lesley and Emma Sheafer Collection, Bequest of Emma A. Sheafer",116119
116119,1973
Anonymous Gift,1309
1309,1980
Harris Brisbane Dick Fund,289556
289556,1930
Bequest of Phyllis Massar,265807
265807,2011
Gift of Mr. and Mrs. Nathan Cummings,185942
185942,1964
Gift of Randolph Gunter,391997
391997,1958
Gift of Weyhe Gallery,291172
291172,1957
Gift of Edna H. Sachs,211850
211850,1964
"The Cesnola Collection, Purchased by subscriptionâ?6",139573
Gift of the Estate of Benjamin E. Marks,135926
135926,1967
"From the Collection of Mrs. Lathrop Colgate Harper, Bequest of Mabel Herbert Harper",135020
135020,1957
Gift of Ian Stewart,242043
242043,1967
Rogers Fund,198558
198558,1943
"Gift of Dr. Bruce B. Grynbaum, in memory of his parents, Gertrude and Maurycy Grynbaum",212946
212946,1991
Gift of Ogden Mills,106207
106207,1925
Gift of Egypt Exploration Fund,353688
353688,1904
Gift of Philip van Ingen,260312
260312,1942
Gift of Harris D. and H. Dunscombe Colt,197778
197778,1934
Gift of The Lachaise Foundation,326687
326687,1988
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",382535
382535,1951
The Cloisters Collection,319824
319824,2001
"Gift of Miss Adelaide Milton de Groot, in memory of the Hawley family",1567
1567,1936
Gift of Herman A. E. and Paul C. Jaehne,23656
23656,1943
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",230035
230035,1951
"Purchase, Theodore R. Gamble Jr. Gift, in honor of his mother, Mrs. Theodore Robert Gamble",324335
324335,1983
Gift of Helen Miller Gould,349514
349514,1910
Gift of the artist,158367
158367,1977
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",443100
443100,1959
Gift of Arnold Crane,178179
178179,2003
"The Lin Yutang Family Collection, Gift of Richard M. Lai, Jill Lai Miller, and Larry C. Lai, in memory of Taiyi Lin Lai",62921
62921,2005
The Elisha Whittelsey Collection. The Elisha Whittelsey Fund,471223
471223,1959
"Purchase, Edward C. Moore Jr. Gift",328783
328783,1923
Bequest of Herbert Mitchell,257566
257566,2008
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",443308
Gift of Mrs. Calvert Bodman,80271
80271,1974
Gift of R. Stuyvesant,99031
99031,1893
Gift of Mrs. James Shapiro,85294
85294,1984
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",232341
232341,1970
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",261412
261412,1960
Gift of Steven Landsberg,337979
337979,1999
Gift of William H. Riggs,17719
17719,1913
Gift of Etsuko O. Morris and John H. Morris Jr.,22643
22643,2018
Rogers Fund,60234
60234,1944
Gift of Evelyn A. J. Hall and John A. Friede,191535
191535,1983
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",437069
"Rogers Fund, transferred from the Library",274966
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",480966
Gift of Robert and Jessica Solomon,405216
405216,2004
Harris Brisbane Dick Fund,430004
430004,1917
"Purchase, The B. D. G. Leviton Foundation Gift, in honor of Marie-HÃ©lÃ¨ne and Guy Weill",63420
63420,2006
Gift of Muriel Kallis Newman,87792
87792,2008
Gift of Harry Shaw Newman,258000
258000,1946
Gift of Bruce and Angelika Livie,232373
232373,2003
Rogers Fund,75488
75488,1926
"Purchase, The Horace W. Goldsmith Foundation Gift, through Joyce and Robert Menschel",163200
163200,1994
Rogers Fund,266298
266298,1919
Gift of the Frank Lobdell Trust,401170
401170,2014
"Gilman Collection, Gift of The Howard Gilman Foundation",414635
414635,2005
Harris Brisbane Dick Fund,293607
293607,1933
Bequest of George C. Stone,25873
25873,1935
Gift of Jean Charlot,219792
219792,1933
Rogers Fund and Edward S. Harkness Gift,352471
352471,1922
Rogers Fund,296399
296399,1960
Purchased with income from the Jacob S. Rogers Fund,366877
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",463717
"Purchase, Florance Waterbury Bequest",156364
156364,1970
Rogers Fund,17392
17392,1904
Gift of Edward S. Harkness,302713
302713,1926
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",276281
Gift of Lev Tsitrin,217750
217750,2000
Gift of Lisa Licitra Ponti,326868
326868,1989
Gift of Felix M. Warburg and his family,232915
232915,1941
Gift of Dr. Ernest Harms,240128
240128,1955
Rogers Fund,102772
102772,1910
Gift of Valentino S.p.A.,378868
378868,2015
"The Friedsam Collection, Bequest of Michael Friedsam",316579
316579,1931
Gift of James Van Der Zee Institute,156266
156266,1970
"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum; Gift of Margaret H. Liebman",93275
93275,2009
Gift of Mrs. Byron C. Foy,80541
80541,1955
Bequest of Benjamin Altman,33799
33799,1913
Rogers Fund,59065
59065,1922
Gift of Lincoln Kirstein,225724
225724,1963
Rogers Fund,364237
364237,1969
Walker Evans Archive,171947
171947,1994
Rogers Fund,305050
305050,1940
Rogers Fund,300666
300666,1909
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",430088
430088,2011
Gift of Sheldon Lewis Breitbart,201151
201151,1983
Gift of Mrs. James A. Cole,8212
8212,1978
Gift of the Baltimore Museum of Art,484905
484905,1949
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",461129
461129,1959
"Gift of Kihei Hattori, in memory of his father, Kihei Hattori",62215
62215,1920
Robert Lehman Collection,312545
312545,1975
Gift of Herman A. E. and Paul C. Jaehne,23002
23002,1943
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",282734
Gift of J. Pierpont Morgan,314354
